feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
MAG06_Photobacterium_phosphoreum	Size.class	.Q	0.362060797801667	0.348785639091263	392	183	0.299891436858259	0.586744115592247
MAG02_Mycoplasma_sp	metag.sequencing.depth	metag.sequencing.depth	-0.142017493015323	0.152976358719015	392	215	0.353799787175927	0.612345785496797
MAG08_Aliivibrio_sp	Tapeworm.bin	TRUE	-0.364167274158341	0.391963254790098	392	72	0.353425543487892	0.612345785496797
MAG12_Carnobacterium_maltaromaticum	Size.class	.Q	-0.123016164015671	0.130480737321728	392	57	0.346377118563362	0.612345785496797
MAG11_Brevinema_sp	Feed.Type	Feed2	0.553874211375508	0.499495598071664	392	104	0.372931417672193	0.621552362786988
MAG11_Brevinema_sp	Size.class	.L	0.198368627916479	0.238010793428545	392	104	0.405113625128031	0.651075468955764
MAG04_Mycoplasma_sp	metag.sequencing.depth	metag.sequencing.depth	0.0522097938601057	0.0696238307431236	392	73	0.453805401898838	0.704180796049922
MAG12_Carnobacterium_maltaromaticum	metag.sequencing.depth	metag.sequencing.depth	0.058687676351851	0.0813774925082486	392	57	0.471236428358323	0.706854642537485
MAG06_Photobacterium_phosphoreum	metag.sequencing.depth	metag.sequencing.depth	0.144308967380715	0.217528666029446	392	183	0.507469076067754	0.73664865880803
MAG04_Mycoplasma_sp	Feed.Type	Feed2	-0.204046207496892	0.294426501460803	392	73	0.563410579830635	0.79229612788683
MAG03_Mycoplasma_sp	Size.class	.L	-0.0926724274525808	0.17820272299745	392	86	0.60333426461665	0.798530644345567
MAG05_Mycoplasma_sp	Feed.Type	Feed2	-0.16099801043096	0.275385929339936	392	49	0.600556680958793	0.798530644345567
MAG01_Mycoplasma_salmoninae	Size.class	.Q	-0.0172230999201637	0.10668131320051	392	389	0.871827871130808	0.884928130386763
MAG01_Mycoplasma_salmoninae	metag.sequencing.depth	metag.sequencing.depth	-0.0200297787444082	0.0665344015058608	392	389	0.763543078738281	0.884928130386763
MAG02_Mycoplasma_sp	Size.class	.Q	0.0895830146891643	0.245282417327211	392	215	0.715144273979002	0.884928130386763
MAG03_Mycoplasma_sp	Size.class	.Q	-0.0287581390885919	0.155232217723126	392	86	0.853123331420881	0.884928130386763
MAG03_Mycoplasma_sp	Feed.Type	Feed2	-0.0275022617133211	0.189905775186741	392	86	0.884928130386763	0.884928130386763
MAG03_Mycoplasma_sp	metag.sequencing.depth	metag.sequencing.depth	-0.0259077366720214	0.0968143566176719	392	86	0.789148451732936	0.884928130386763
MAG04_Mycoplasma_sp	Size.class	.L	0.0291522751611068	0.126741996768334	392	73	0.818204244603996	0.884928130386763
MAG05_Mycoplasma_sp	Size.class	.Q	-0.0291623761703735	0.148136853707238	392	49	0.844061957151224	0.884928130386763
MAG08_Aliivibrio_sp	Size.class	.L	-0.0726382599592523	0.288633351346317	392	72	0.801435690493149	0.884928130386763
MAG08_Aliivibrio_sp	metag.sequencing.depth	metag.sequencing.depth	0.0343341045845846	0.156809344655166	392	72	0.826801251545286	0.884928130386763
MAG12_Carnobacterium_maltaromaticum	Feed.Type	Feed2	-0.0414920338333053	0.159625662323632	392	57	0.795053771498802	0.884928130386763
