feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
sum_n6_per	Size.class	.L	-0.0142167207937655	0.0024392848464333	412	412	1.14151423687699e-08	1.05740266152815e-07
a24.5n3_per	Size.class	.L	0.300171597980113	0.0578773877570171	412	366	3.40169613656717e-07	2.99349260017911e-06
sum_polyunsat_per	Size.class	.L	0.01412658025606	0.00293727063424526	412	412	2.13498276112637e-06	1.78931888551544e-05
a14.0_per	Feed.Type	Feed2	0.433016264827572	0.0102679128679674	412	412	1.28703590018428e-05	0.000102962872014742
a20.4n6_ARA_per	Tapeworm.bin	TRUE	0.0681898671888366	0.0160718052889406	412	412	2.73761707937552e-05	0.000209487219986996
a22.6n3_DHA_per	Tapeworm.bin	TRUE	-0.0473952627712705	0.0112184404093283	412	412	2.95804097041431e-05	0.000216923004497049
sum_saturated_per	Size.class	.Q	-0.0165074882784225	0.00417901265916392	412	412	9.49823510218392e-05	0.000668675751193748
a16.0_per	Size.class	.Q	-0.0165719719848939	0.0042416466567525	412	412	0.000109804816253161	0.000743294140790631
a15.0_per	Feed.Type	Feed2	0.939787946447271	0.0305668969461086	412	411	0.00018570086123668	0.00116726255634485
a20.0_per	Size.class	.L	0.0981928065067168	0.0259962527377257	412	412	0.00018233636351395	0.00116726255634485
a16.1n7_per	Size.class	.L	0.0430290869950373	0.0116825811602535	412	410	0.000261427972163102	0.00148423622905503
a18.2n6_per	Tapeworm.bin	TRUE	-0.0136149513212276	0.00368925267642445	412	412	0.000254465740208549	0.00148423622905503
a18.3n3_per	Feed.Type	Feed2	-0.564642163922275	0.0187982323696253	412	412	0.000261258959219159	0.00148423622905503
a16.1n9_per	Size.class	.L	-0.110240135485723	0.0304512896581586	412	410	0.000331613928436484	0.0017924779935992
a20.4n3_per	Size.class	.L	-0.0322577043341997	0.00891953323816043	412	412	0.00033608962379985	0.0017924779935992
sum_polyunsat_per	Feed.Type	Feed2	-0.188454918006476	0.00998719085191967	412	412	0.000421166012379923	0.00218015347584902
sum_EPA_DHA_per	Tapeworm.bin	TRUE	-0.031114280568141	0.00884108294017595	412	412	0.000481896080458641	0.00242324886173488
a22.5n3_DPA_per	Feed.Type	Feed2	0.257640720532881	0.0189238177605193	412	412	0.000589607919666139	0.00288252760725668
a20.4n6_ARA_per	Feed.Type	Feed2	-0.469256966668483	0.026238523379448	412	412	0.00064413613037092	0.00306399889041302
sum_n6_per	Feed.Type	Feed2	-0.174307550377951	0.0114585377616014	412	412	0.000688175709777585	0.00318734012949618
a20.5n3_EPA_per	Size.class	.Q	-0.0265562304158324	0.00792511382234463	412	411	0.000880783278450733	0.00397481684634177
a18.1n9_per	Feed.Type	Feed2	0.107080626627696	0.00697158506372776	412	411	0.000972646610657673	0.00427964508689376
a18.2n6_per	Feed.Type	Feed2	-0.127698215827255	0.00635164802304011	412	412	0.001061705755831	0.00444905269110134
sum_EPA_DHA_per	Size.class	.L	-0.0199224768887798	0.00603337263111102	412	412	0.00104475194893435	0.00444905269110134
a22.5n3_DPA_per	Tapeworm.bin	TRUE	0.0374019907737601	0.0113785103672772	412	412	0.00110048970004382	0.00450432993506307
sum_n3_per	Feed.Type	Feed2	-0.204821988500069	0.0177687443483739	412	412	0.00160652089152309	0.00642608356609238
a20.1n9_per	Feed.Type	Feed2	-0.254502570671236	0.0236752134920384	412	412	0.00176573245815421	0.00690597583633645
sum_monounsat_per	Feed.Type	Feed2	0.108810884790378	0.00807833426522148	412	412	0.00185781398684243	0.00710815786270148
sum_22.1_per	Size.class	.Q	0.0283639444236257	0.00912602934468546	412	412	0.00219657508924764	0.00822547267462948
sum_22.1_per	Size.class	.L	-0.0283843823459734	0.0092522708426338	412	412	0.00232054584989079	0.00833502182817917
sum_monounsat_per	Size.class	.Q	0.00735752349718098	0.00239750900113641	412	412	0.0022934121127541	0.00833502182817917
a22.1n9_per	Size.class	.Q	0.0397403220121841	0.0130248273451962	412	412	0.00242950419386927	0.00855185476241983
a22.1n11_per	Size.class	.L	-0.0378806885106084	0.01265806224981	412	412	0.00293468425490342	0.0100493808664382
sum_18.1_per	Feed.Type	Feed2	0.122638253000418	0.00654071268863487	412	412	0.0029691352559931	0.0100493808664382
a20.2n6_per	Feed.Type	Feed2	-0.359615912202088	0.0472536072701707	412	412	0.00417819874502503	0.0138747731910265
a18.1n7_per	Feed.Type	Feed2	0.193924599339441	0.0255376331327128	412	409	0.00726651332951591	0.0236834508517556
a14.0_per	Size.class	.Q	-0.0167410137021666	0.00623199580132842	412	412	0.00757959158088576	0.0242546930588344
a18.1n11_per	Size.class	.L	-0.19830121868827	0.076758305804452	412	337	0.0101306435917884	0.0318391655741921
a22.1n11_per	Feed.Type	Feed2	0.373407771351087	0.0611453833852926	412	412	0.0113594880093354	0.0350749103446147
sum_saturated_per	Feed.Type	Feed2	0.0658629061644991	0.00767720034141857	412	412	0.0119604749262799	0.0362938549487115
a18.0_per	Feed.Type	Feed2	-0.0711540917061413	0.0119295121714097	412	412	0.0135030936170941	0.0374927876484831
a18.3n3_per	Size.class	.Q	-0.0237693444300051	0.00955269876470958	412	412	0.0132835970475497	0.0374927876484831
a20.4n3_per	Feed.Type	Feed2	0.174542081191254	0.0324119658127564	412	412	0.0131789614380673	0.0374927876484831
a22.1n11_per	Size.class	.Q	0.0317133558327016	0.0126822925178508	412	412	0.0127906692651371	0.0374927876484831
a22.1n9_per	Feed.Type	Feed2	-0.460043214510926	0.0829897030393277	412	412	0.0131237113171981	0.0374927876484831
a22.5n6_per	Feed.Type	Feed2	-1.53680288420748	0.296460546391516	412	393	0.0136337409630848	0.0374927876484831
a20.3n6_per	Size.class	.Q	0.0783989435308661	0.031807082683506	412	400	0.0141215264500771	0.0382367485417473
a17.0_per	Feed.Type	Feed2	0.451818812009899	0.0936805528058862	412	387	0.0171898667092234	0.045839644557929
sum_20.1_per	Feed.Type	Feed2	-0.24737956462656	0.0521657021571113	412	412	0.0177566171369394	0.0466442480015124
a20.1n9_per	Size.class	.Q	0.0133054364774208	0.00568885548004959	412	412	0.0198258521418278	0.0513139702494367
a22.6n3_DHA_per	Feed.Type	Feed2	-0.153349476435246	0.0344468439969505	412	412	0.0228826561781107	0.0583673548890941
a22.0_per	Tapeworm.bin	TRUE	0.186914397218262	0.0828931479427678	412	320	0.0246747592088221	0.0611677517881239
sum_18.1_per	Size.class	.Q	0.00672107775108076	0.00297979703885428	412	412	0.0246756271418	0.0611677517881239
sum_n3_per	Size.class	.Q	-0.0107262739346688	0.00479793591270725	412	412	0.0259200390557519	0.0633600954696158
a18.0_per	Size.class	.Q	-0.0138817360424689	0.00626427243008835	412	412	0.0273150326418663	0.0658554211639516
a20.5n3_EPA_per	Feed.Type	Feed2	0.120284627874658	0.0311234297937057	412	411	0.0317427623753731	0.07549629970359
sum_22.1_per	Feed.Type	Feed2	0.166815885796656	0.0122985068993397	412	412	0.0359914681641781	0.0844599786252713
sum_20.1_per	Tapeworm.bin	TRUE	0.0222466560164359	0.0111274046484051	412	412	0.0462482785413043	0.107101276621968
a16.3n3_per	Size.class	.Q	-0.112942283929641	0.0567815460020196	412	123	0.0473658296876256	0.108220415774986
a20.1n9_per	Tapeworm.bin	TRUE	0.0164816681300593	0.0083313628175425	412	412	0.0485762093535449	0.108220415774986
a20.4n6_ARA_per	Size.class	.Q	-0.0215892330442981	0.0108961922514376	412	412	0.0482497357024719	0.108220415774986
sum_16.1_per	Size.class	.L	0.0466809209163348	0.0240698440404124	412	412	0.0531440256603242	0.116916856452713
a20.2n6_per	Size.class	.L	-0.0234661208283253	0.0121909419422011	412	412	0.0549408685591682	0.11937768970881
a18.4n3_per	Tapeworm.bin	TRUE	-0.0455932965690481	0.0250374690588249	412	410	0.0693451000146388	0.148838263446054
a18.1n11_per	Size.class	.Q	0.138694507447444	0.076928442250931	412	337	0.0721444872146159	0.152981081322559
sum_20.1_per	Size.class	.Q	0.0134346950893275	0.00761528193066005	412	412	0.0784544669056697	0.164380787802356
a16.0_per	Tapeworm.bin	TRUE	-0.010947815640057	0.00624280276401068	412	412	0.0802434992122808	0.166151245427781
a22.5n6_per	Size.class	.L	0.0637420961018302	0.0369154004089768	412	393	0.0849822980173746	0.173917261058813
a24.1n9_per	Size.class	.L	0.043743871725754	0.0255809477957537	412	412	0.0880297519181942	0.178083176294278
a17.0_per	Tapeworm.bin	TRUE	-0.100551686957261	0.0607657394702913	412	387	0.0987498813172894	0.197499762634579
a22.6n3_DHA_per	Size.class	.Q	0.0123829315378371	0.00766414516696936	412	412	0.106934856758174	0.2114666830274
a18.4n3_per	Feed.Type	Feed2	0.180414891063068	0.0819906379368684	412	410	0.117995379293539	0.230746519507364
a18.4n3_per	Size.class	.L	0.026297616598981	0.0170787429657494	412	410	0.124390373108324	0.240579183154562
a17.0_per	Size.class	.Q	-0.0628044176880815	0.0411450017752869	412	387	0.127719816299559	0.244333561616547
